"year","news","pages","sort"
"2011","Daily News Record - 2011 December 29","20","23838"
"2011","Daily News Record - 2011 December 30","36","23839"
"2011","Daily News Record - 2011 December 31","34","23840"
"2012","Daily News Record - 2012 January 03","24","23841"
"2012","Daily News Record - 2012 January 04","20","23842"
"2012","Daily News Record - 2012 January 05","20","23843"
"2012","Daily News Record - 2012 January 06","32","23844"
"2012","Daily News Record - 2012 January 07","32","23845"
"2012","Daily News Record - 2012 January 09","24","23846"
"2012","Daily News Record - 2012 January 10","20","23847"
"2012","Daily News Record - 2012 January 11","20","23848"
"2012","Daily News Record - 2012 January 12","20","23849"
"2012","Daily News Record - 2012 January 13","32","23850"
"2012","Daily News Record - 2012 January 14","32","23851"
"2012","Daily News Record - 2012 January 16","20","23852"
"2012","Daily News Record - 2012 January 17","20","23853"
"2012","Daily News Record - 2012 January 18","36","23854"
"2012","Daily News Record - 2012 January 19","36","23855"
"2012","Daily News Record - 2012 January 20","32","23856"
"2012","Daily News Record - 2012 January 21","32","23857"
"2012","Daily News Record - 2012 January 23","20","23858"
"2012","Daily News Record - 2012 January 24","20","23859"
"2012","Daily News Record - 2012 January 25","24","23860"
"2012","Daily News Record - 2012 January 26","20","23861"
"2012","Daily News Record - 2012 January 27","56","23862"
"2012","Daily News Record - 2012 January 28","32","23863"
"2012","Daily News Record - 2012 January 30","32","23864"
"2012","Daily News Record - 2012 January 31","24","23865"
"2012","Daily News Record - 2012 February 01","24","23866"
"2012","Daily News Record - 2012 February 02","20","23867"
"2012","Daily News Record - 2012 February 03","36","23868"
"2012","Daily News Record - 2012 February 04","32","23869"
"2012","Daily News Record - 2012 February 06","28","23870"
"2012","Daily News Record - 2012 February 07","24","23871"
"2012","Daily News Record - 2012 February 08","24","23872"
"2012","Daily News Record - 2012 February 09","20","23873"
"2012","Daily News Record - 2012 February 10","44","23874"
"2012","Daily News Record - 2012 February 11","32","23875"
"2012","Daily News Record - 2012 February 13","20","23876"
"2012","Daily News Record - 2012 February 14","24","23877"
"2012","Daily News Record - 2012 February 15","24","23878"
"2012","Daily News Record - 2012 February 16","36","23879"
"2012","Daily News Record - 2012 February 17","28","23880"
"2012","Daily News Record - 2012 February 18","32","23881"
"2012","Daily News Record - 2012 February 20","24","23882"
"2012","Daily News Record - 2012 February 21","24","23883"
"2012","Daily News Record - 2012 February 22","28","23884"
"2012","Daily News Record - 2012 February 23","20","23885"
"2012","Daily News Record - 2012 February 24","48","23886"
"2012","Daily News Record - 2012 February 25","36","23887"
"2012","Daily News Record - 2012 February 27","32","23888"
"2012","Daily News Record - 2012 February 28","20","23889"
"2012","Daily News Record - 2012 February 29","44","23890"
"2012","Daily News Record - 2012 March 01","37","23891"
"2012","Daily News Record - 2012 March 02","36","23892"
"2012","Daily News Record - 2012 March 03","37","23893"
"2012","Daily News Record - 2012 March 05","28","23894"
"2012","Daily News Record - 2012 March 06","24","23895"
"2012","Daily News Record - 2012 March 07","24","23896"
"2012","Daily News Record - 2012 March 08","36","23897"
"2012","Daily News Record - 2012 March 09","36","23898"
"2012","Daily News Record - 2012 March 10","36","23899"
"2012","Daily News Record - 2012 March 12","24","23900"
"2012","Daily News Record - 2012 March 13","20","23901"
"2012","Daily News Record - 2012 March 14","26","23902"
"2012","Daily News Record - 2012 March 15","23","23903"
"2012","Daily News Record - 2012 March 16","36","23904"
"2012","Daily News Record - 2012 March 17","36","23905"
"2012","Daily News Record - 2012 March 19","20","23906"
"2012","Daily News Record - 2012 March 20","24","23907"
"2012","Daily News Record - 2012 March 21","24","23908"
"2012","Daily News Record - 2012 March 22","20","23909"
"2012","Daily News Record - 2012 March 23","52","23910"
"2012","Daily News Record - 2012 March 24","36","23911"
"2012","Daily News Record - 2012 March 26","36","23912"
"2012","Daily News Record - 2012 March 27","20","23913"
"2012","Daily News Record - 2012 March 28","24","23914"
"2012","Daily News Record - 2012 March 29","40","23915"
"2012","Daily News Record - 2012 March 30","36","23916"
"2012","Daily News Record - 2012 March 31","37","23917"
"2012","Daily News Record - 2012 April 02","28","23918"
"2012","Daily News Record - 2012 April 03","24","23919"
"2012","Daily News Record - 2012 April 04","24","23920"
"2012","Daily News Record - 2012 April 05","40","23921"
"2012","Daily News Record - 2012 April 06","36","23922"
"2012","Daily News Record - 2012 April 07","39","23923"
"2012","Daily News Record - 2012 April 09","20","23924"
"2012","Daily News Record - 2012 April 10","20","23925"
"2012","Daily News Record - 2012 April 11","36","23926"
"2012","Daily News Record - 2012 April 12","24","23927"
"2012","Daily News Record - 2012 April 13","48","23928"
"2012","Daily News Record - 2012 April 14","42","23929"
"2012","Daily News Record - 2012 April 16","20","23930"
"2012","Daily News Record - 2012 April 17","24","23931"
"2012","Daily News Record - 2012 April 18","24","23932"
"2012","Daily News Record - 2012 April 19","40","23933"
"2012","Daily News Record - 2012 April 20","36","23934"
"2012","Daily News Record - 2012 April 21","38","23935"
"2012","Daily News Record - 2012 April 23","20","23936"
"2012","Daily News Record - 2012 April 24","24","23937"
"2012","Daily News Record - 2012 April 25","24","23938"
"2012","Daily News Record - 2012 April 26","24","23939"
"2012","Daily News Record - 2012 April 27","60","23940"
"2012","Daily News Record - 2012 April 28","34","23941"
"2012","Daily News Record - 2012 April 30","32","23942"
"2012","Daily News Record - 2012 July 02","20","23943"
"2012","Daily News Record - 2012 July 03","24","23944"
"2012","Daily News Record - 2012 July 05","20","23945"
"2012","Daily News Record - 2012 July 06","32","23946"
"2012","Daily News Record - 2012 July 07","34","23947"
"2012","Daily News Record - 2012 July 09","20","23948"
"2012","Daily News Record - 2012 July 10","20","23949"
"2012","Daily News Record - 2012 July 11","20","23950"
"2012","Daily News Record - 2012 July 12","24","23951"
"2012","Daily News Record - 2012 July 13","36","23952"
"2012","Daily News Record - 2012 July 16","20","23953"
"2012","Daily News Record - 2012 July 17","20","23954"
"2012","Daily News Record - 2012 July 18","20","23955"
"2012","Daily News Record - 2012 July 19","36","23956"
"2012","Daily News Record - 2012 July 20","36","23957"
"2012","Daily News Record - 2012 July 21","36","23958"
"2012","Daily News Record - 2012 July 23","20","23959"
"2012","Daily News Record - 2012 July 24","20","23960"
"2012","Daily News Record - 2012 July 25","54","23961"
"2012","Daily News Record - 2012 July 26","20","23962"
"2012","Daily News Record - 2012 July 27","52","23963"
"2012","Daily News Record - 2012 July 28","37","23964"
"2012","Daily News Record - 2012 July 30","42","23965"
"2012","Daily News Record - 2012 July 31","15","23966"
"2012","Daily News Record - 2012 August 01","20","23967"
"2012","Daily News Record - 2012 August 02","20","23968"
"2012","Daily News Record - 2012 August 03","32","23969"
"2012","Daily News Record - 2012 August 04","34","23970"
"2012","Daily News Record - 2012 August 07","24","23971"
"2012","Daily News Record - 2012 August 08","24","23972"
"2012","Daily News Record - 2012 August 09","24","23973"
"2012","Daily News Record - 2012 August 10","70","23974"
"2012","Daily News Record - 2012 August 11","38","23975"
"2012","Daily News Record - 2012 August 13","20","23976"
"2012","Daily News Record - 2012 August 14","20","23977"
"2012","Daily News Record - 2012 August 15","20","23978"
"2012","Daily News Record - 2012 August 16","36","23979"
"2012","Daily News Record - 2012 August 17","36","23980"
"2012","Daily News Record - 2012 August 18","38","23981"
"2012","Daily News Record - 2012 August 20","18","23982"
"2012","Daily News Record - 2012 August 21","27","23983"
"2012","Daily News Record - 2012 August 22","20","23984"
"2012","Daily News Record - 2012 August 23","20","23985"
"2012","Daily News Record - 2012 August 24","48","23986"
"2012","Daily News Record - 2012 August 25","38","23987"
"2012","Daily News Record - 2012 August 27","36","23988"
"2012","Daily News Record - 2012 August 28","20","23989"
"2012","Daily News Record - 2012 August 29","24","23990"
"2012","Daily News Record - 2012 August 30","20","23991"
"2012","Daily News Record - 2012 August 31","92","23992"
"2012","Daily News Record - 2012 September 01","78","23993"
"2012","Daily News Record - 2012 September 03","48","23994"
"2012","Daily News Record - 2012 September 04","24","23995"
"2012","Daily News Record - 2012 September 05","20","23996"
"2012","Daily News Record - 2012 September 06","20","23997"
"2012","Daily News Record - 2012 September 07","72","23998"
"2012","Daily News Record - 2012 September 08","82","23999"
"2012","Daily News Record - 2012 September 10","20","24000"
"2012","Daily News Record - 2012 September 11","48","24001"
"2012","Daily News Record - 2012 September 12","48","24002"
"2012","Daily News Record - 2012 September 13","24","24003"
"2012","Daily News Record - 2012 September 14","80","24004"
"2012","Daily News Record - 2012 September 15","70","24005"
"2012","Daily News Record - 2012 September 17","24","24006"
"2012","Daily News Record - 2012 September 18","48","24007"
"2012","Daily News Record - 2012 September 19","48","24008"
"2012","Daily News Record - 2012 September 20","80","24009"
"2012","Daily News Record - 2012 September 21","96","24010"
"2012","Daily News Record - 2012 September 22","70","24011"
"2012","Daily News Record - 2012 September 24","36","24012"
"2012","Daily News Record - 2012 September 25","20","24013"
"2012","Daily News Record - 2012 September 26","20","24014"
"2012","Daily News Record - 2012 September 27","80","24015"
"2012","Daily News Record - 2012 September 28","104","24016"
"2012","Daily News Record - 2012 September 29","70","24017"
"2012","Daily News Record - 2012 October 01","28","24018"
"2012","Daily News Record - 2012 October 02","24","24019"
"2012","Daily News Record - 2012 October 03","24","24020"
"2012","Daily News Record - 2012 October 04","24","24021"
"2012","Daily News Record - 2012 October 05","36","24022"
"2012","Daily News Record - 2012 October 06","38","24023"
"2012","Daily News Record - 2012 October 08","20","24024"
"2012","Daily News Record - 2012 October 09","20","24025"
"2012","Daily News Record - 2012 October 10","24","24026"
"2012","Daily News Record - 2012 October 11","20","24027"
"2012","Daily News Record - 2012 October 12","48","24028"
"2012","Daily News Record - 2012 October 13","36","24029"
"2012","Daily News Record - 2012 October 15","20","24030"
"2012","Daily News Record - 2012 October 16","20","24031"
"2012","Daily News Record - 2012 October 17","20","24032"
"2012","Daily News Record - 2012 October 18","36","24033"
"2012","Daily News Record - 2012 October 19","36","24034"
"2012","Daily News Record - 2012 October 20","40","24035"
"2012","Daily News Record - 2012 October 22","20","24036"
"2012","Daily News Record - 2012 October 23","32","24037"
"2012","Daily News Record - 2012 October 24","24","24038"
"2012","Daily News Record - 2012 October 25","36","24039"
"2012","Daily News Record - 2012 October 26","48","24040"
"2012","Daily News Record - 2012 October 27","42","24041"
"2012","Daily News Record - 2012 October 29","36","24042"
"2012","Daily News Record - 2012 October 30","20","24043"
"2012","Daily News Record - 2012 October 31","24","24044"
"2012","Daily News Record - 2012 November 01","24","24045"
"2012","Daily News Record - 2012 November 02","36","24046"
"2012","Daily News Record - 2012 November 03","38","24047"
"2012","Daily News Record - 2012 November 05","24","24048"
"2012","Daily News Record - 2012 November 06","24","24049"
"2012","Daily News Record - 2012 November 07","28","24050"
"2012","Daily News Record - 2012 November 08","24","24051"
"2012","Daily News Record - 2012 November 09","32","24052"
"2012","Daily News Record - 2012 November 10","38","24053"
"2012","Daily News Record - 2012 November 12","20","24054"
"2012","Daily News Record - 2012 November 13","20","24055"
"2012","Daily News Record - 2012 November 14","24","24056"
"2012","Daily News Record - 2012 November 15","40","24057"
"2012","Daily News Record - 2012 November 16","36","24058"
"2012","Daily News Record - 2012 November 17","36","24059"
"2012","Daily News Record - 2012 November 19","52","24060"
"2012","Daily News Record - 2012 November 20","24","24061"
"2012","Daily News Record - 2012 November 21","36","24062"
"2012","Daily News Record - 2012 November 23","36","24063"
"2012","Daily News Record - 2012 November 24","36","24064"
"2012","Daily News Record - 2012 November 26","22","24065"
"2012","Daily News Record - 2012 November 27","40","24066"
"2012","Daily News Record - 2012 November 28","24","24067"
"2012","Daily News Record - 2012 November 29","26","24068"
"2012","Daily News Record - 2012 November 30","48","24069"
"2012","Daily News Record - 2012 December 01","38","24070"
"2012","Daily News Record - 2012 December 03","24","24071"
"2012","Daily News Record - 2012 December 04","24","24072"
"2012","Daily News Record - 2012 December 05","20","24073"
"2012","Daily News Record - 2012 December 06","28","24074"
"2012","Daily News Record - 2012 December 07","20","24075"
"2012","Daily News Record - 2012 December 08","50","24076"
"2012","Daily News Record - 2012 December 10","18","24077"
"2012","Daily News Record - 2012 December 11","26","24078"
"2012","Daily News Record - 2012 December 12","20","24079"
"2012","Daily News Record - 2012 December 13","24","24080"
"2012","Daily News Record - 2012 December 14","48","24081"
"2012","Daily News Record - 2012 December 15","38","24082"
"2012","Daily News Record - 2012 December 17","20","24083"
"2012","Daily News Record - 2012 December 18","36","24084"
"2012","Daily News Record - 2012 December 19","20","24085"
"2012","Daily News Record - 2012 December 20","28","24086"
"2012","Daily News Record - 2012 December 21","48","24087"
"2012","Daily News Record - 2012 December 22","32","24088"
"2012","Daily News Record - 2012 December 24","26","24089"
"2012","Daily News Record - 2012 December 26","28","24090"
"2012","Daily News Record - 2012 December 27","20","24091"
"2012","Daily News Record - 2012 December 28","36","24092"
"2012","Daily News Record - 2012 December 29","38","24093"
"2012","Daily News Record - 2012 December 31","20","24094"
"1903","The Daily News - 1903 February 02","4","2366"
"1903","The Daily News - 1903 February 03","4","2367"
"1903","The Daily News - 1903 February 06","4","2368"
"1903","The Daily News - 1903 February 10","4","2369"
"1903","The Daily News - 1903 February 13","4","2370"
"1903","The Daily News - 1903 February 16","4","2371"
"1903","The Daily News - 1903 February 17","4","2372"
"1903","The Daily News - 1903 February 18","4","2373"
"1903","The Daily News - 1903 February 19","4","2374"
"1903","The Daily News - 1903 February 21","4","2375"
"1903","The Daily News - 1903 February 24","4","2376"
"1903","The Daily News - 1903 February 27","4","2377"
"1903","The Daily News - 1903 March 11","4","2378"
"1903","The Daily News - 1903 March 14","4","2379"
"1903","The Daily News - 1903 March 16","4","2380"
"1903","The Daily News - 1903 March 23","4","2381"
"1903","The Daily News - 1903 April 06","4","2382"
"1903","The Daily News - 1903 May 05","3","2383"
"1903","The Daily News - 1903 July 17","4","2384"
"1903","The Daily News - 1903 July 22","4","2385"
"1903","The Daily News - 1903 July 27","4","2386"
"1903","The Daily News - 1903 October 23","4","2387"
"1904","The Daily News - 1904 January 15","4","2609"
"1904","The Daily News - 1904 January 16","4","2610"
"1904","The Daily News - 1904 February 26","4","2611"
"1908","The Daily News - 1908 January 06","4","3757"
"1908","The Daily News - 1908 February 15","4","3758"
"1908","The Daily News - 1908 February 21","4","3759"
"1908","The Daily News - 1908 April 09","4","3760"
"1908","The Daily News - 1908 May 02","4","3761"
"1908","The Daily News - 1908 May 06","4","3762"
"1908","The Daily News - 1908 December 01","4","3763"
"1908","The Daily News - 1908 December 09","4","3764"
"1908","The Daily News - 1908 December 24","4","3765"
"1908","The Daily News - 1908 December 26","4","3766"
"1908","The Daily News - 1908 December 31","4","3767"
"1909","The Daily News - 1909 January 07","4","3959"
"1909","The Daily News - 1909 January 12","4","3960"
"1909","The Daily Times - 1909 January 27","4","3961"
"1909","The Daily Times - 1909 June 01","4","3962"
"1910","The Daily Times - 1910 June 25","4","4051"
"1912","The Daily Times - 1912 November 23","4","4196"
"1900","The Evening News - 1900 December 07","4","2015"
"1901","The Evening News - 1901 May 07","8","2068"
"1901","The Evening News - 1901 September 12","8","2069"
"1901","The Evening News - 1901 September 18","8","2070"
"1901","The Evening News - 1901 October 18","8","2071"
"1901","The Evening News - 1901 October 22","8","2072"
"1901","The Evening News - 1901 October 26","8","2073"
"1901","The Evening News - 1901 October 30","8","2074"
"1901","The Evening News - 1901 November 01","8","2075"
"1901","The Evening News - 1901 November 02","8","2076"
"1901","The Evening News - 1901 December 14","12","2077"
"1901","The Evening News - 1901 December 30","8","2078"
"1901","The Evening News - 1901 December 31","8","2079"
"1902","The Evening News - 1902 January 02","8","2131"
"1902","The Evening News - 1902 January 08","8","2132"
"1902","The Evening News - 1902 January 28","8","2133"
"1902","The Evening News - 1902 February 01","8","2134"
"1902","The Evening News - 1902 February 25","8","2135"
"1902","The Evening News - 1902 March 10","8","2136"
"1902","The Evening News - 1902 March 15","8","2137"
"1902","The Evening News - 1902 March 17","9","2138"
"1902","The Evening News - 1902 March 18","8","2139"
"1902","The Evening News - 1902 March 19","8","2140"
"1902","The Evening News - 1902 March 20","8","2141"
"1902","The Evening News - 1902 March 21","8","2142"
"1902","The Evening News - 1902 March 22","4","2143"
"1902","The Evening News - 1902 March 23","4","2144"
"1902","The Evening News - 1902 March 24","8","2145"
"1902","The Evening News - 1902 March 25","8","2146"
"1902","The Evening News - 1902 March 26","8","2147"
"1902","The Evening News - 1902 March 27","8","2148"
"1902","The Evening News - 1902 March 28","8","2149"
"1902","The Evening News - 1902 March 31","8","2150"
"1902","The Evening News - 1902 April 01","8","2151"
"1902","The Evening News - 1902 April 02","8","2152"
"1902","The Evening News - 1902 April 03","8","2153"
"1902","The Evening News - 1902 April 08","8","2154"
"1902","The Evening News - 1902 April 09","8","2155"
"1902","The Evening News - 1902 April 10","8","2156"
"1902","The Evening News - 1902 April 11","8","2157"
"1902","The Evening News - 1902 April 12","8","2158"
"1902","The Evening News - 1902 April 14","12","2159"
"1902","The Evening News - 1902 April 15","12","2160"
"1902","The Evening News - 1902 April 16","12","2161"
"1902","The Evening News - 1902 April 19","8","2162"
"1902","The Evening News - 1902 April 23","8","2163"
"1902","The Evening News - 1902 June 06","8","2164"
"1902","The Evening News - 1902 June 10","8","2165"
"1902","The Evening News - 1902 June 11","8","2166"
"1902","The Evening News - 1902 June 13","8","2167"
"1902","The Evening News - 1902 June 24","8","2168"
"1902","The Evening News - 1902 July 07","8","2169"
"1902","The Evening News - 1902 July 14","4","2170"
"1902","The Evening News - 1902 August 14","4","2171"
"1902","The Evening News - 1902 September 24","8","2172"
"1902","The Evening News - 1902 September 26","8","2173"
"1902","The Evening News - 1902 September 27","8","2174"
"1902","The Evening News - 1902 September 29","8","2175"
"1902","The Evening News - 1902 September 30","8","2176"
"1902","The Evening News - 1902 October 03","8","2177"
"1902","The Evening News - 1902 October 06","8","2178"
"1902","The Evening News - 1902 November 05","8","2179"
"1902","The Evening News - 1902 November 11","4","2180"
"1902","The Evening News - 1902 December 11","8","2181"
"1902","The Evening News - 1902 December 12","8","2182"
"1902","The Evening News - 1902 December 16","8","2183"
"1902","The Evening News - 1902 December 19","8","2184"
"1902","The Evening News - 1902 December 20","8","2185"
"1902","The Evening News - 1902 December 22","8","2186"
"1902","The Evening News - 1902 December 23","8","2187"
"1902","The Evening News - 1902 December 24","8","2188"
"1902","The Evening News - 1902 December 29","8","2189"
"1902","The Evening News - 1902 December 30","8","2190"
"1902","The Evening News - 1902 December 31","8","2191"
"1903","The Evening News - 1903 January 02","8","2388"
"1903","The Evening News - 1903 January 03","8","2389"
"1903","The Evening News - 1903 January 06","8","2390"
"1903","The Evening News - 1903 January 07","8","2391"
"1903","The Evening News - 1903 January 09","8","2392"
"1903","The Evening News - 1903 January 10","9","2393"
"1903","The Evening News - 1903 January 13","8","2394"
"1903","The Evening News - 1903 January 14","9","2395"
"1903","The Evening News - 1903 January 15","8","2396"
"1903","The Evening News - 1903 January 21","8","2397"
"1903","The Evening News - 1903 January 22","8","2398"
"1903","The Evening News - 1903 January 24","8","2399"
"1903","The Evening News - 1903 January 26","8","2400"
"1903","The Evening News - 1903 January 27","8","2401"
"1903","The Evening News - 1903 January 28","8","2402"
"1903","The Evening News - 1903 January 29","9","2403"
"1903","The Evening News - 1903 January 30","3","2404"
"1903","The Evening News - 1903 January 31","8","2405"
"1900","The Free Press - 1900 January 03","4","2016"
"1904","The Free Press - 1904 April 14","8","2612"
"1904","The Free Press - 1904 June 01","4","2613"
"1906","The Free Press - 1906 June 21","4","3258"
"1880","The Old Commonwealth - 1880 October 28","4","987"
"1881","The Old Commonwealth - 1881 March 11","4","1037"
"1881","The Old Commonwealth - 1881 March 17","4","1038"
"1884","The People - 1884 November 29","4","1181"
"1915","Progressive School News - 1915 December 24","4","4879"
"1844","Harrisonburg Republican - 1844 August 27","4","38"
"1825","Rockingham Register - 1825 May 12","4","4"
"1825","Rockingham Register - 1825 August 05","8","5"
"1830","Rockingham Register - 1830 December 30","2","9"
"1833","Rockingham Register - 1833 January 19","4","11"
"1833","Rockingham Register - 1833 March 09","3","12"
"1833","Rockingham Register - 1833 April 13","4","14"
"1833","Rockingham Register - 1833 November 09","4","16"
"1833","Rockingham Register - 1833 November 30","4","18"
"1833","Rockingham Register - 1833 December 07","4","20"
"1836","Rockingham Register - 1836 October 29","4","24"
"1839","Rockingham Register - 1839 March 23","8","25"
"1840","Rockingham Register - 1840 August 15","4","28"
"1841","Rockingham Register - 1841 January 16","4","31"
"1841","Rockingham Register - 1841 February 20","4","32"
"1842","Rockingham Register - 1842 April 09","4","34"
"1842","Rockingham Register - 1842 May 07","4","35"
"1844","Rockingham Register - 1844 May 04","4","39"
"1844","Rockingham Register - 1844 November 16","4","40"
"1849","Rockingham Register - 1849 October 12","6","42"
"1856","Rockingham Register - 1856 February 10","4","43"
"1862","Rockingham Register - 1862 June 11","1","180"
"1862","Rockingham Register - 1862 June 27","2","181"
"1862","Rockingham Register - 1862 July 04","2","182"
"1862","Rockingham Register - 1862 November 14","2","183"
"1862","Rockingham Register - 1862 November 28","2","184"
"1862","Rockingham Register - 1862 December 26","4","185"
"1863","Rockingham Register - 1863 January 02","2","211"
"1863","Rockingham Register - 1863 January 09","2","212"
"1863","Rockingham Register - 1863 January 16","2","213"
"1863","Rockingham Register - 1863 February 06","2","214"
"1863","Rockingham Register - 1863 March 20","2","215"
"1863","Rockingham Register - 1863 May 01","2","216"
"1863","Rockingham Register - 1863 June 12","2","217"
"1863","Rockingham Register - 1863 July 24","4","218"
"1863","Rockingham Register - 1863 September 25","2","219"
"1863","Rockingham Register - 1863 October 02","2","220"
"1863","Rockingham Register - 1863 November 27","1","221"
"1863","Rockingham Register - 1863 December 04","2","222"
"1863","Rockingham Register - 1863 December 18","2","223"
"1864","Rockingham Register - 1864 January 22","2","256"
"1864","Rockingham Register - 1864 February 26","1","257"
"1864","Rockingham Register - 1864 March 04","1","258"
"1864","Rockingham Register - 1864 April 01","2","259"
"1864","Rockingham Register - 1864 August 19","2","260"
"1865","Rockingham Register - 1865 May 12","6","280"
"1866","Rockingham Register - 1866 January 05","4","313"
"1866","Rockingham Register - 1866 January 12","4","314"
"1866","Rockingham Register - 1866 February 02","4","315"
"1866","Rockingham Register - 1866 February 09","4","316"
"1866","Rockingham Register - 1866 March 02","4","317"
"1866","Rockingham Register - 1866 August 16","4","318"
"1866","Rockingham Register - 1866 September 06","4","319"
"1866","Rockingham Register - 1866 October 25","4","320"
"1866","Rockingham Register - 1866 November 27","4","321"
"1866","Rockingham Register - 1866 December 13","4","322"
"1867","Rockingham Register - 1867 January 24","4","364"
"1867","Rockingham Register - 1867 February 07","4","365"
"1867","Rockingham Register - 1867 February 28","4","366"
"1867","Rockingham Register - 1867 March 14","4","367"
"1867","Rockingham Register - 1867 March 21","4","368"
"1867","Rockingham Register - 1867 April 18","4","369"
"1867","Rockingham Register - 1867 April 25","4","370"
"1867","Rockingham Register - 1867 May 07","4","371"
"1867","Rockingham Register - 1867 May 11","8","372"
"1867","Rockingham Register - 1867 May 28","4","373"
"1867","Rockingham Register - 1867 June 11","4","374"
"1867","Rockingham Register - 1867 June 18","4","375"
"1867","Rockingham Register - 1867 June 25","4","376"
"1867","Rockingham Register - 1867 July 09","4","377"
"1867","Rockingham Register - 1867 July 23","4","378"
"1867","Rockingham Register - 1867 July 30","4","379"
"1867","Rockingham Register - 1867 October 24","4","380"
"1867","Rockingham Register - 1867 November 21","4","381"
"1868","Rockingham Register - 1868 March 05","4","407"
"1868","Rockingham Register - 1868 March 26","4","408"
"1868","Rockingham Register - 1868 April 16","4","410"
"1868","Rockingham Register - 1868 April 23","4","411"
"1868","Rockingham Register - 1868 April 30","4","412"
"1868","Rockingham Register - 1868 July 02","4","413"
"1868","Rockingham Register - 1868 July 16","4","414"
"1868","Rockingham Register - 1868 August 06","4","415"
"1868","Rockingham Register - 1868 August 13","4","416"
"1868","Rockingham Register - 1868 August 20","4","417"
"1868","Rockingham Register - 1868 August 27","4","418"
"1868","Rockingham Register - 1868 September 03","4","419"
"1868","Rockingham Register - 1868 September 10","4","420"
"1869","Rockingham Register - 1869 May 20","4","432"
"1869","Rockingham Register - 1869 October 14","4","433"
"1869","Rockingham Register - 1869 October 21","4","434"
"1869","Rockingham Register - 1869 October 28","4","435"
"1869","Rockingham Register - 1869 November 04","4","436"
"1869","Rockingham Register - 1869 November 11","4","437"
"1869","Rockingham Register - 1869 November 18","2","438"
"1869","Rockingham Register - 1869 November 25","4","439"
"1869","Rockingham Register - 1869 December 02","4","440"
"1869","Rockingham Register - 1869 December 09","4","441"
"1869","Rockingham Register - 1869 December 16","4","442"
"1869","Rockingham Register - 1869 December 23","4","443"
"1869","Rockingham Register - 1869 December 30","2","444"
"1870","Rockingham Register - 1870 January 06","4","445"
"1870","Rockingham Register - 1870 January 13","4","446"
"1870","Rockingham Register - 1870 January 20","4","447"
"1870","Rockingham Register - 1870 January 27","4","448"
"1870","Rockingham Register - 1870 February 03","4","449"
"1870","Rockingham Register - 1870 February 10","4","450"
"1870","Rockingham Register - 1870 February 17","4","451"
"1870","Rockingham Register - 1870 February 21","4","452"
"1870","Rockingham Register - 1870 March 03","4","453"
"1870","Rockingham Register - 1870 March 10","4","454"
"1870","Rockingham Register - 1870 March 17","4","455"
"1870","Rockingham Register - 1870 March 21","4","456"
"1870","Rockingham Register - 1870 March 31","4","457"
"1870","Rockingham Register - 1870 April 07","4","458"
"1870","Rockingham Register - 1870 April 14","4","459"
"1870","Rockingham Register - 1870 April 21","4","460"
"1870","Rockingham Register - 1870 April 28","4","461"
"1870","Rockingham Register - 1870 May 05","4","462"
"1870","Rockingham Register - 1870 May 12","4","463"
"1870","Rockingham Register - 1870 May 19","4","464"
"1870","Rockingham Register - 1870 May 26","4","465"
"1870","Rockingham Register - 1870 June 03","4","466"
"1870","Rockingham Register - 1870 June 09","4","467"
"1870","Rockingham Register - 1870 June 23","4","468"
"1870","Rockingham Register - 1870 June 30","4","469"
"1870","Rockingham Register - 1870 July 07","4","470"
"1870","Rockingham Register - 1870 July 14","4","471"
"1870","Rockingham Register - 1870 July 21","4","472"
"1870","Rockingham Register - 1870 July 28","4","473"
"1870","Rockingham Register - 1870 August 04","4","474"
"1870","Rockingham Register - 1870 August 11","4","475"
"1870","Rockingham Register - 1870 August 18","4","476"
"1870","Rockingham Register - 1870 August 25","4","477"
"1870","Rockingham Register - 1870 September 01","4","478"
"1870","Rockingham Register - 1870 September 08","4","479"
"1870","Rockingham Register - 1870 October 13","8","480"
"1870","Rockingham Register - 1870 October 20","4","481"
"1870","Rockingham Register - 1870 October 27","4","482"
"1870","Rockingham Register - 1870 November 03","4","483"
"1870","Rockingham Register - 1870 November 10","4","484"
"1870","Rockingham Register - 1870 November 17","4","485"
"1870","Rockingham Register - 1870 November 21","4","486"
"1870","Rockingham Register - 1870 December 08","4","487"
"1870","Rockingham Register - 1870 December 11","4","488"
"1870","Rockingham Register - 1870 December 15","4","489"
"1870","Rockingham Register - 1870 December 22","4","490"
"1871","Rockingham Register - 1871 January 05","4","491"
"1871","Rockingham Register - 1871 January 12","4","492"
"1871","Rockingham Register - 1871 January 19","4","493"
"1871","Rockingham Register - 1871 January 26","4","494"
"1871","Rockingham Register - 1871 February 02","4","495"
"1871","Rockingham Register - 1871 February 06","4","496"
"1871","Rockingham Register - 1871 February 09","4","497"
"1871","Rockingham Register - 1871 February 16","4","498"
"1871","Rockingham Register - 1871 February 23","4","499"
"1871","Rockingham Register - 1871 March 02","4","500"
"1871","Rockingham Register - 1871 March 09","4","501"
"1871","Rockingham Register - 1871 March 16","4","502"
"1871","Rockingham Register - 1871 March 23","8","503"
"1871","Rockingham Register - 1871 April 03","4","504"
"1871","Rockingham Register - 1871 April 06","4","505"
"1871","Rockingham Register - 1871 April 12","4","506"
"1871","Rockingham Register - 1871 April 20","2","507"
"1871","Rockingham Register - 1871 April 27","4","508"
